	Alv_Gen_Intermediate_Ctrl	Alv_Cap_Ctrl	Gen_Cap_Ctrl	Activated_Alv_Cap_Ctrl	Activated_Gen_Cap_Ctrl	Gen_Cap_LPS	Alv_Gen_Intermediate_LPS	Alv_Cap_LPS	Activated_Gen_Cap_LPS	Activated_Alv_Cap_LPS	Alv_Cap_Combo	Activated_Alv_Cap_Combo	Gen_Cap_Combo	Activated_Gen_Cap_Combo	Alv_Gen_Intermediate_Combo
PCNXL3	4.2263	3.8119	4.2175	3.8771	3.9343	3.8647	3.553	4.124	4.3003	4.2144	3.9793	3.8404	4.1651	4.397	3.7661
EHBP1L1	2.6968	2.8987	3.3788	2.2432	4.4874	3.6	3.553	3.3407	3.8817	2.8625	3.333	3.4977	3.3767	3.8248	3.3031
FAM89B	6.1502	6.2363	6.0899	6.3116	5.4549	5.7158	5.8315	6.0995	6.0585	5.9359	6.26	6.1239	5.9048	6.2646	5.8335
SSSCA1	4.9519	4.8399	4.8025	4.8272	5.4549	5.1147	4.561	5.1578	5.5128	5.2719	4.7635	5.2109	5.013	5.4887	4.9266
LTBP3	5.8032	5.9136	5.9168	5.769	5.1985	4.8555	5.1254	4.6288	4.3551	4.5207	5.611	5.4192	5.4397	4.8377	5.4882
SCYL1	6.0664	6.0351	5.9168	5.6308	5.8617	5.8508	6.1513	5.8483	6.3221	6.1675	6.2227	6.161	6.0481	6.2528	6.2061
MALAT1	3.1031	3.1503	3.4597	3.0822	3.0257	3.0577	3.6856	3.2045	1.7181	2.5893	2.8889	2.9377	3.4639	2.9816	3.0005
NEAT1-3	1.0388	1.4217	0.58507	1.1666	0	1.0603	1.4305	2.8859	1.7181	2.4305	2.4461	2.3894	1.1983	1.8109	1.7374
NEAT1-2	1.6365	2.2067	1.2632	2.58	3.0257	1.9945	1.9357	2.8859	2.149	2.8625	2.9232	3.1495	1.6088	1.1727	2.379
FRMD8	3.2383	3.1077	3.5853	3.6093	0	3.5673	3.7477	3.3407	3.3981	3.8875	3.383	3.8706	3.4064	3.0918	3.7661
SLC25A45	2.9142	2.9718	2.9072	3.0822	3.0257	2.9093	2.96	3.4652	2.8292	2.252	2.4461	2.3894	2.4103	1.5268	2.6172
DPF2	5.893	5.7363	5.6413	5.7015	5.1985	5.8508	5.8877	6.3623	5.8452	5.9938	5.8568	5.8638	5.7074	5.9356	6.2152
CDC42EP2	2.1292	1.9893	0.92615	1.1666	3.0257	1.5358	1.4305	1.4989	2.5758	3.3797	1.944	1.7751	1.447	2.0482	2.0936
POLA2	2.6491	2.6543	2.5852	2.58	0	3.6319	3.553	4.3345	5.7358	6.0631	2.9893	3.2447	2.6769	3.6193	2.6172
CAPN1	6.5121	6.5624	6.0556	6.3778	5.8617	6.088	6.1513	6.5141	6.4218	6.3996	6.4687	6.3603	6.2271	6.1029	6.4179
SYVN1	0.7073	1.6761	1.4856	1.8031	0	1.0603	0.64627	0.93593	0.46642	0	1.2773	1.6414	1.3887	1.1727	1.5198
ENSMMUG00000018778	2.3836	2.4981	2.0706	2.58	0	2.2627	1.9357	1.4989	2.3781	1.1728	2.0092	2.3036	1.7998	2.0482	1.9264
FAU	10.238	10.075	9.9499	10.035	10.33	9.995	9.9052	9.8434	10.206	9.9108	9.9783	9.7504	9.9153	9.9767	10.093
ZNHIT2	3.8152	3.5349	3.4198	3.7494	3.9343	3.2755	2.3091	3.8774	2.9047	3.2901	3.672	3.3341	3.15	3.4639	3.7661
TM7SF2	4.8288	5.0513	4.1862	4.1029	4.4874	3.4997	4.0724	2.8859	2.149	3.1945	4.6556	4.3914	3.9198	3.6911	4.46
ENSMMUG00000018772	6.5221	6.5264	6.3995	6.541	6.1787	6.5968	6.5925	6.728	6.4409	6.7073	6.5171	6.4679	6.533	6.4312	6.7158
ZFPL1	5.3452	5.3221	4.8976	5.2134	5.4549	5.344	5.3011	5.082	5.2488	5.4686	5.2006	5.2912	5.2276	5.1996	5.4269
SAC3D1	4.5587	4.3668	4.2175	4.5489	4.4874	4.0883	3.972	3.8774	2.6653	2.9818	3.9296	3.5359	4.1564	3.5437	4.4291
SNX15	5.9678	5.8178	5.6268	5.769	4.8863	5.7598	6.174	5.8019	5.8548	5.921	5.7367	5.944	5.6864	5.9793	6.0923
ARL2	7.774	7.9688	7.2549	7.9439	7.4886	6.8211	7.2252	7.8862	7.4133	7.7849	7.9952	8.1458	7.4515	7.7556	8.0486
BATF2	3.4756	3.5024	3.4333	3.7494	4.8863	6.6088	6.7447	7.7398	8.3763	8.963	5.0614	7.297	5.78	7.2373	5.3791
PPP2R5B	5.9082	5.7187	5.8051	5.9249	5.8617	5.7598	5.9417	6.2799	6.0831	6.2411	5.4204	5.5831	5.7222	5.7463	5.9794
GPHA2	0.2761	0.60085	0.26309	0	0	1.394	1.091	2.8859	1.8765	2.5893	1.5645	2.2122	2.3197	2.4303	1.2634
ATG2A	3.8152	3.9749	4.2406	4.8272	0	4.3602	4.3373	3.9644	4.5558	4.3973	3.8428	4.549	4.5511	4.2621	4.4291
EHD1	2.8733	3.1503	3.1213	4.2038	0	3.8376	3.6856	3.8774	5.3736	4.9298	3.4314	3.1979	3.5856	4.0046	3.5531
MAP4K2	6.6088	6.9716	6.4874	7.0683	6.936	5.295	5.1939	5.7292	4.2721	4.7054	6.1377	5.5739	5.6954	5.3402	6.0006
SF1	7.4107	7.1553	7.4029	7.2679	7.2386	7.2824	7.5154	7.542	7.7362	7.4849	7.0108	7.0849	7.0443	7.1635	7.2326
PYGM	0.50775	0.71876	0.92615	1.8031	0	1.7833	1.7051	0.93593	1.8765	1.1728	0.23631	0.68316	0.8117	0	0.55273
RASGRP2	3.9786	4.2541	4.3857	3.2801	4.8863	3.5339	3.1557	3.3407	3.4989	3.4642	3.5458	3.3341	3.5462	3.2899	3.4335
CCDC88B	1.4262	1.2754	1.0002	0	0	1.7833	1.091	1.9028	0.46642	0.70244	2.4461	1.6414	1.9684	1.1727	1.9264
PRDX5	6.8962	6.937	6.5702	6.8829	6.936	6.8953	6.9499	6.625	7.0518	6.909	6.8861	6.8438	6.7553	6.9238	6.9946
ENSMMUG00000019647	7.5793	7.3299	7.1286	7.1962	7.5449	7.4485	7.2088	7.262	7.5252	7.2255	7.1637	7.1601	7.139	7.38	7.2236
C11orf20	2.262	3.0413	2.1378	2.58	0	2.2627	2.3091	2.4765	1.5402	2.0483	2.7043	2.819	2.2559	1.8109	2.503
GPR137	4.4927	4.8464	4.4063	4.2038	3.0257	4.8003	4.7546	5.2645	5.3602	5.3845	4.7541	4.7409	4.6032	4.397	4.8816
BAD	5.2525	5.4427	4.8633	5.1642	3.0257	5.3344	5.599	5.572	5.0636	5.3405	5.6727	5.68	5.2151	5.3402	5.3297
PLCB3	4.0353	4.1943	4.0271	3.2801	3.0257	2.9093	3.0612	3.5798	2.6653	2.8625	3.7312	3.8096	3.8991	3.7595	3.9075
ENSMMUG00000037977	7.4495	7.4563	6.7999	7.5429	7.2386	6.1827	6.0192	6.5567	5.9995	6.2766	7.2387	7.2746	6.6693	6.672	6.9786
ENSMMUG00000048072	7.6567	7.4836	7.4622	7.4329	7.369	7.6294	7.5636	7.4318	7.8693	7.6382	7.6424	7.5511	7.5133	7.8914	7.5916
VEGFB	5.7074	5.6572	5.0048	5.261	4.4874	5.6315	6.1513	5.7292	5.2488	5.6417	6.0895	6.2613	5.7485	6.1922	5.9027
DNAJC4	2.4957	3.1503	3.2931	3.9944	0	3.3154	3.8071	3.8774	2.9764	2.5893	3.0832	3.6447	3.3767	4.1132	3.6094
NUDT22	5.3895	5.3992	5.0048	5.6308	3.9343	5.891	5.5821	5.9794	6.2659	5.7466	5.5244	5.2687	5.3279	5.6415	5.3297
FERMT3	4.1934	4.8784	3.4333	5.0055	3.0257	3.4647	3.6209	4.2677	2.9047	3.8875	4.7155	4.8048	3.802	3.3795	4.4291
TRPT1	2.9541	2.7952	2.293	2.8529	3.9343	2.7438	3.0612	2.8859	2.2681	2.0483	2.9893	2.9377	2.9429	2.9816	3.2332
STIP1	6.754	6.3842	6.4283	6.3993	7.0952	6.4206	6.251	6.2967	6.9663	6.8157	6.4715	6.6529	6.3694	6.7993	6.4644
COX8A	7.7373	7.8068	7.3605	7.6451	7.2386	7.832	7.8196	7.8806	7.9156	7.7047	7.7126	7.6014	7.5142	7.5776	7.7024
NAA40	1.7312	1.4217	1.6325	1.1666	0	0.62547	1.9357	0	0	0	1.2773	2.0102	1.659	1.8109	1.5198
RCOR2	1.9038	1.2754	1.2018	1.1666	0	0.62547	0	0	0.46642	0.70244	1.0481	0.68316	1.1289	0.70235	1.2634
MARK2	6.7341	6.3412	6.541	6.6162	6.757	6.6945	6.8685	6.8812	6.7934	6.7996	6.4334	6.6354	6.6336	6.6984	6.7093
C11orf84	2.4957	2.7123	2.4063	1.1666	0	1.7833	1.091	2.218	2.3781	2.4305	2.2973	2.3036	2.3197	2.0482	2.379
C11orf95	1.7312	1.3504	1.7227	1.8031	0	0.34637	0.64627	0.93593	0.81833	0	1.6488	0.93242	0.97898	0.70235	1.2634
RTN3	7.3203	7.3019	7.3926	7.2325	7.43	6.9938	7.2629	6.8007	6.2943	6.503	7.0846	6.8887	7.1554	6.886	7.21
ATL3	5.5278	5.6535	5.6499	5.6308	5.6726	4.9598	4.561	4.6811	4.9255	4.7732	5.3211	5.628	5.4891	5.4887	5.0937
PLA2G16	6.2495	6.1937	5.9958	6.7722	6.1787	6.5006	6.5755	7.1735	7.3938	7.7004	6.3255	7.5299	6.4869	7.2433	6.386
HRASLS2	0.2761	0.47245	0.37859	0	0	1.7833	2.3091	1.4989	2.0191	3.7597	0.7756	2.6895	0.72018	1.5268	0.55273
RARRES3	1.0388	1.4896	1.3787	2.2432	0	7.4991	7.1583	7.4769	9.6443	9.0578	6.5476	8.4178	6.4248	8.6137	6.2599
LGALS12	0	0.17524	0	0	0	2.4173	0	0	3.9896	2.8625	0.43931	1.3301	0.72018	2.2518	0.95138
SLC3A2	6.5994	7.0664	6.2234	6.913	7.2386	6.6869	7.07	7.5134	6.6637	6.9967	7.3656	7.7076	6.6099	6.886	7.1871
U2.41	5.7074	6.4195	6.6614	6.5019	5.1985	6.2459	5.7277	5.9794	5.8259	6.3338	6.4275	6.3867	6.45	6.0763	6.4257
WDR74	5.3822	5.3221	5.2931	5.478	5.8617	5.4553	5.3419	5.3638	5.3332	5.3626	5.3901	5.5178	5.3241	5.4478	5.3129
STX5	5.6898	5.6312	5.3579	5.8645	5.4549	5.7084	5.6157	5.6263	5.8064	5.6417	5.9839	5.7867	5.5402	5.9793	5.9687
NXF1	5.9482	5.764	5.9913	6.0656	6.0289	6.0051	5.9284	5.871	5.9995	5.9359	5.83	5.7547	5.9558	5.6773	5.88
TMEM179B	5.8302	6.018	5.7472	6.1691	5.1985	6.4114	6.4965	6.6515	5.9107	6.2411	6.4687	6.3656	6.1503	6.311	6.5886
TMEM223	4.2263	4.6226	3.6671	4.6237	3.0257	3.5339	3.972	4.3345	3.11	2.8625	4.2992	4.3914	3.9503	3.5437	4.116
TAF6L	4.3358	4.4458	4.3649	4.1029	4.8863	4.3978	4.2109	4.5182	3.6817	4.3087	4.3999	4.6394	4.4479	3.8873	4.7626
POLR2G	4.9018	5.0901	5.0182	5.0055	4.8863	5.4992	5.5301	5.544	4.8125	4.8379	5.4144	5.0878	5.2686	5.4887	5.5325
ZBTB3	3.3319	3.271	3.2175	2.58	0	3.2345	3.4818	3.2045	2.7496	2.4305	3.5236	3.1495	3.5328	2.7321	3.4335
TTC9C	4.6219	4.1943	4.2633	4.2981	4.8863	4.5392	5.0037	5.0021	4.4337	4.8059	4.4595	4.6394	4.6781	4.4805	4.4903
BSCL2	6.1799	6.0294	5.9216	6.2181	6.4384	5.9928	6.0807	5.7781	5.5948	5.6775	5.9511	5.8258	5.9382	5.6595	6.1692
GNG3	2.0579	2.0355	1.8482	1.1666	0	1.394	0.64627	0	0	1.1728	1.7284	1.4941	1.447	0.70235	1.7374
UBXN1	8.0921	7.9096	7.7357	7.9219	8.1992	7.9648	7.8658	7.9883	8.383	8.3288	8.03	7.9913	7.8344	7.8567	8.0047
UQCC3	7.0579	7.0341	6.8012	7.159	6.4384	7.051	6.8961	6.8125	6.5624	6.2998	6.9725	7.0556	6.8229	7.0588	7.0866
METTL12	1.6365	1.8923	1.7658	2.2432	3.0257	2.2627	1.9357	1.4989	2.149	2.0483	1.6488	1.4941	1.328	1.8109	2.379
ENSMMUG00000013949	3.7029	3.9984	3.7973	3.8771	4.8863	3.5673	3.2444	3.7849	3.9546	3.3797	4.0115	3.9291	3.878	4.2141	3.8148
GANAB	7.1183	7.0226	7.0984	6.8676	7.369	7.3936	7.3995	7.2096	7.194	6.924	7.0188	7.0589	7.2637	7.3302	7.294
EML3	5.0653	5.0513	5.3857	4.6947	5.4549	5.0688	5.078	4.0464	4.8319	4.6703	4.5279	4.9949	5.3812	5.0709	4.9043
MTA2	3.0305	3.1503	3.4198	3.0822	3.0257	3.1923	2.8512	2.6957	2.7496	2.7323	3.5676	3.2447	3.2998	2.8623	3.2332
TUT1	2.6491	2.3598	2.8483	2.58	3.0257	2.8562	2.3091	0.93593	2.149	2.4305	2.2973	2.0102	2.4393	2.0482	2.2433
ENSMMUG00000006598	9.7596	9.329	9.5721	9.1098	10.151	9.6318	9.5095	8.9881	9.5012	8.8162	9.0089	8.7965	9.4004	9.5236	9.3042
AHNAK	9.4477	9.587	9.2511	9.642	9.0293	7.9726	8.2286	8.6274	8.0526	8.3759	9.3366	9.2317	8.9637	8.8998	9.24
SCGB1A1	4.1253	5.4469	5.2019	5.1132	3.9343	3.2345	2.7336	3.4652	2.7496	2.7323	5.2754	5.4294	5.0744	4.0599	3.7661
ASRGL1	3.3911	2.9235	3.4857	3.0822	3.0257	4.5052	4.3771	4.5182	5.5248	5.6951	3.7881	4.6911	4.329	4.8996	4.1917
INCENP	1.4262	1.8412	1.6783	0	0	1.8928	1.9357	0	0.46642	1.1728	1.3795	1.1449	1.7075	1.1727	2.2433
FTH1	10.074	9.8295	9.7364	9.7334	10.028	10.645	10.476	10.414	10.875	10.543	10.157	9.6674	10.196	10.292	9.8043
RAB3IL1	0	0.33148	0.58507	0	0	1.5358	2.6055	2.6957	3.4989	2.252	1.3795	1.3301	1.9684	2.4303	1.2634
FADS3	3.5293	4.3302	2.8878	4.2038	0	3.7817	3.4069	5.1578	4.6018	4.8998	4.9661	5.3566	4.2412	4.2621	4.5199
FADS2	3.1381	3.9389	3.6784	3.0822	0	4.6211	5.1019	5.4567	4.8888	5.3845	4.1768	5.3882	4.329	4.5204	4.3975
FADS1	3.631	4.7178	3.8878	4.2981	3.9343	4.3018	4.9253	5.5994	4.6243	5.5286	4.8815	5.7547	4.7551	5.016	4.6328
ENSMMUG00000048768	0.88257	2.0803	1.2018	1.8031	3.0257	1.5358	1.7051	1.4989	1.5402	2.4305	1.3795	2.3036	1.7544	1.8109	2.0936
FEN1	1.9038	2.0803	1.6325	2.2432	3.0257	1.8928	1.9357	2.6957	1.8765	2.4305	1.944	1.8974	0.89777	0.70235	2.0936
TMEM258	7.0761	6.9671	6.8891	6.8521	6.8493	6.5557	6.5925	6.6645	6.8613	6.5228	6.8731	6.7576	6.8174	7.1121	7.2009
ENSMMUG00000020911	1.8201	2.2067	2.293	2.58	0	1.8928	1.091	1.9028	0.46642	1.1728	0.9183	0.68316	0.72018	0	0.55273
SYT7	6.4646	6.0771	6.3366	6.011	7.0952	5.5833	5.9014	5.5155	5.0471	4.4807	6.1231	5.5739	6.4158	5.5087	6.0824
DDB1	4.9519	5.0115	5.0578	4.9485	5.1985	4.8282	4.7241	4.8275	4.6683	4.3087	4.7155	4.7891	4.9388	4.9296	4.7626
TMEM138	3.5554	3.3278	3.2931	3.8771	3.9343	3.1923	3.4818	3.4652	2.3781	2.252	3.1426	3.3341	3.2839	2.7321	3.9517
CPSF7	5.8671	5.5931	5.7817	5.6666	5.8617	5.7742	5.6648	6.0606	5.9734	6.0358	5.6626	5.7547	5.7485	5.6232	5.8452
ENSMMUG00000015281	6.1924	6.1732	5.8408	6.3116	6.936	5.871	6.0564	5.7042	5.7965	5.5863	5.8788	5.986	5.8383	6.0629	6.1216
VPS37C	4.2742	3.7852	4.4532	3.2801	3.9343	4.9847	4.7546	4.1977	4.7524	4.5207	3.7694	4.3056	4.7141	5.0709	3.5531
SLC15A3	5.4809	5.023	5.561	6.0656	5.6726	6.6716	6.8685	6.6383	6.527	6.8786	6.2931	7.2111	6.5987	7.1698	6.5531
TMEM109	6.9853	7.0212	6.7698	7.1464	6.5526	6.8788	7.2468	7.2706	6.7274	7.1574	7.2905	7.7387	7.0217	7.2787	7.1161
PRPF19	5.7305	5.7776	5.7063	5.9249	6.0289	5.5586	5.3419	5.7292	5.5248	5.406	5.6927	5.7946	5.6278	5.5087	5.5325
ZP1	0.50775	1.1126	0	1.1666	0	0.85923	1.4305	3.054	0.46642	1.8111	3.9629	3.4182	0.8117	0	3.2332
CCDC86	2.9928	3.271	3.1541	3.0822	3.0257	2.4888	2.8512	2.6957	2.5758	2.7323	3.2811	2.9377	2.6524	2.4303	3.1597
MS4A7	0.50775	0.33148	0.58507	0	0	1.0603	0.64627	1.4989	0.46642	0	2.1314	1.6414	1.659	0.70235	1.7374
MRPL16	4.4376	4.8334	4.5487	4.6947	4.4874	4.4163	4.1662	4.4595	3.4494	4.2144	4.6454	4.1907	4.352	4.1646	4.7375
STX3	5.893	4.1738	6.3561	4.2981	5.8617	6.4297	6.1281	5.5155	4.9962	4.6343	4.7252	4.881	6.3974	5.9356	5.4882
PATL1	4.7631	4.8003	4.9311	5.3951	4.4874	5.767	5.599	5.7292	6.6195	6.5901	4.9412	5.2573	5.1726	5.5861	5.2786
OSBP	5.2605	5.2406	5.0491	5.0055	5.4549	4.5725	4.6285	5.0426	4.8319	5.3845	5.3716	5.4395	5.2442	5.2948	5.5031
FAM111A	5.3302	5.2108	5.3077	5.3951	5.6726	5.7453	5.4944	5.5155	5.9289	5.8908	5.7271	6.3709	5.7281	6.116	5.6173
FAM111B	0.88257	1.1963	1.2632	0	0	1.394	1.9357	1.4989	1.7181	2.8625	1.2773	2.8796	1.2646	1.1727	1.5198
GLYATL1B	1.1798	0.82776	1.0706	0	0	2.4173	2.7336	1.9028	2.2681	2.4305	0.9183	1.1449	0.62245	1.1727	0.95138
ENSMMUG00000011714	6.2812	6.3663	6.1358	6.6701	5.8617	6.5599	6.5321	6.6383	6.509	6.345	6.5002	6.4125	6.3974	6.6984	6.6435
LPXN	4.3358	4.4286	4.8781	4.4701	3.9343	4.8419	4.7845	3.686	3.11	3.4642	4.0273	2.7557	4.4831	3.5437	4.4903
CTNND1	9.1661	9.0425	9.3041	9.1451	9.2653	9.4668	9.5117	9.4782	9.2719	9.439	9.0099	8.9554	9.1828	9.0778	9.2444
SELENOH	7.8097	7.6863	7.4809	7.7656	8.2676	7.7452	7.8015	7.6639	7.8551	7.5	7.6729	7.2432	7.4988	7.6782	7.9266
TMX2	2.6968	2.8479	2.6556	3.0822	0	1.9945	0.64627	1.4989	1.7181	2.252	2.0716	2.3036	2.3197	2.8623	1.7374
MED19	6.0573	5.8729	5.7255	5.9828	5.1985	5.8976	5.8315	6.1925	6.2297	6.217	5.9047	5.8487	5.7133	5.7631	5.88
ENSMMUG00000002563	5.6661	5.3724	5.4433	5.7015	5.1985	5.7742	5.6966	5.572	5.883	5.406	5.5521	5.5739	5.5267	6.0217	5.6711
CLP1	3.3911	3.6131	3.6326	3.8771	3.0257	3.753	3.8642	2.4765	3.4989	3.4642	3.5011	3.7781	3.4498	4.2141	3.5531
YPEL4	3.2701	2.6543	1.5852	3.0822	3.0257	2.8011	3.2444	3.2045	2.2681	2.8625	3.0213	2.819	2.1892	1.1727	2.9138
SERPING1	6.966	5.6973	7.2185	6.3561	7.0952	9.9415	9.7405	9.7425	10.202	10.313	8.8405	10.242	9.4146	10.32	9.1762
UBE2L6	5.3601	5.1803	5.2137	6.2888	5.1985	7.747	7.924	7.9674	7.9781	8.117	7.1547	8.2092	7.208	8.1711	7.1591
SLC43A1	2.262	2.323	2.1702	2.58	3.0257	2.6219	2.3091	1.9028	2.2681	1.1728	2.1314	2.1147	2.1892	1.5268	1.5198
SLC43A3	2.3836	1.5545	2.4857	1.1666	3.0257	4.5725	4.2109	4.6288	5.0636	4.3973	3.2544	3.4977	3.8459	4.2621	3.2332
SSRP1	5.5146	5.1648	5.4793	5.2134	6.0289	5.3632	5.4762	5.1578	5.3332	5.0711	4.9824	4.9673	5.4397	5.6415	5.2958
TNKS1BP1	1.8201	2.323	2.4063	2.2432	3.0257	2.5569	2.6055	2.6957	3.3449	3.5439	2.6643	2.6895	2.6274	2.8623	1.7374
APLNR	3.631	2.5307	4.3004	2.58	3.0257	1.6649	2.1344	0.93593	1.101	1.527	1.8756	1.7751	3.8459	2.7321	3.0005
PTPRJ	1.0388	1.2754	1.7227	1.1666	0	1.2368	1.091	0.93593	1.101	0.70244	1.8039	1.3301	1.659	2.5891	1.7374
NUP160	4.3206	4.42	4.7445	4.8891	5.1985	4.3602	4.6285	4.6811	4.5082	4.2623	4.2461	4.4324	4.5038	4.397	4.6054
ENSMMUG00000048482	2.4407	2.5938	2.4063	2.2432	3.0257	1.9945	1.9357	2.218	2.5758	2.8625	2.7043	2.5472	2.7938	3.2899	2.6172
AGBL2	1.3082	0.92909	0.67819	0	0	0.85923	1.091	0	0.81833	1.1728	1.0481	1.4941	1.0559	0.70235	1.2634
MTCH2	4.6824	4.8003	4.6442	5.0603	3.9343	4.7862	4.4902	5.0021	5.0471	4.6703	4.6454	4.7409	4.6096	5.016	4.549
NDUFS3	6.4013	6.3366	6.2387	6.2888	5.8617	6.0172	6.0066	6.1374	6.2223	6.1675	6.2089	6.2032	6.1956	6.2528	6.3452
KBTBD4	1.1798	1.2754	0.84814	1.8031	0	0.34637	0.64627	0.93593	0.46642	0.70244	1.6488	1.3301	0.97898	0.70235	0.95138
PTPMT1	5.7248	5.6829	5.5113	5.5941	6.3144	5.1592	5.0288	5.5155	4.6018	4.6703	5.4559	5.1383	5.3886	5.3624	5.3464
CELF1	8.0023	7.847	8.0043	7.782	7.9301	8.2752	8.4776	8.1777	8.0547	8.0157	7.72	7.6695	8.0071	7.8251	7.9127
RAPSN	1.1798	1.1126	1.5363	1.1666	0	1.5358	1.4305	2.218	0.81833	1.1728	1.7284	1.3301	1.7998	1.8109	1.5198
PSMC3	6.4784	6.4454	6.3437	6.5978	4.8863	6.331	5.981	6.2799	6.515	6.6363	6.2997	6.3867	6.2559	6.5324	6.2061
SLC39A13	5.3601	5.5178	5.2857	5.5941	5.4549	5.2749	5.2377	5.2298	5.1592	5.318	5.3275	5.3778	5.2235	5.016	5.3464
SPI1	0.88257	1.3504	1.1377	1.1666	0	2.8011	2.7336	3.686	2.6653	3.2901	3.5676	3.1495	2.838	2.2518	3.0823
MADD	5.4464	5.4469	5.4299	5.3518	5.1985	5.2024	5.3816	5.7042	4.8511	5.0711	5.6267	5.28	5.3775	5.1747	5.7102
NR1H3	3.0305	2.9954	3.2783	2.2432	3.0257	3.5339	3.0612	1.9028	2.4803	1.1728	3.1132	3.2901	3.5595	3.1942	2.0936
ACP2	5.11	4.9525	5.3788	4.8891	0	5.5164	5.565	5.9154	5.5948	5.8285	5.282	5.7054	5.8301	5.9356	5.6578
DDB2	1.7312	1.4217	1.8482	2.2432	0	1.7833	1.7051	2.6957	0.46642	0.70244	2.0092	2.2122	1.6088	2.5891	1.5198
PACSIN3	3.9977	3.8894	3.8179	4.1029	4.4874	3.5339	3.553	3.7849	2.9764	3.0921	3.7504	3.1979	3.8886	2.8623	3.7661
ARFGAP2	5.8981	6.1313	6.0941	5.9828	6.1787	6.0412	6.1397	6.1374	5.9199	6.0766	6.1194	5.9511	6.0528	5.9503	6.0421
C14H11orf49	1.7312	1.1963	1.5852	0	0	1.2368	1.4305	1.4989	0.81833	1.1728	1.475	1.4941	1.5569	2.2518	1.9264
ENSMMUG00000043299	2.0579	2.6836	2.3788	2.2432	0	2.3421	1.9357	1.9028	2.2681	2.5893	2.3486	2.4705	2.602	2.4303	1.9264
LRP4	2.3836	1.8412	2.1702	2.2432	3.0257	0.62547	0.64627	0	0.46642	0	1.8039	1.3301	1.8438	2.2518	1.7374
CKAP5	6.2455	6.1576	6.2368	6.2888	5.1985	5.7526	5.9417	5.8019	5.4637	5.6417	6.1558	6.1671	6.3118	5.8752	6.1312
ZNF408	4.1426	4.2926	4.0621	3.8771	3.9343	4.1336	4.4535	4.124	4.122	3.5439	4.1188	3.9001	4.094	3.8873	3.8148
ARHGAP1	3.2383	3.0185	2.7007	3.454	3.0257	1.9945	2.6055	2.6957	2.9764	2.9818	3.1426	3.0994	3.2516	3.4639	3.0005
ENSMMUG00000040957	5.3749	5.2747	5.0878	4.8891	5.1985	5.305	5.0536	4.8275	4.9613	4.9592	5.0614	5.3133	5.2151	5.5671	5.6711
ATG13	5.1448	5.1119	4.7063	5.4371	5.1985	5.0804	5.3011	5.2983	4.8511	5.318	5.3402	5.0487	5.1376	5.4269	5.3791
AMBRA1	4.3656	4.4458	4.5913	3.2801	5.4549	4.4703	4.8425	4.4595	4.6018	4.3537	4.3122	4.2378	4.6096	4.5204	4.6328
ENSMMUG00000021448	8.4833	7.0198	8.7245	6.9714	8.5953	8.7886	8.5226	8.1077	8.4427	7.991	7.8256	8.1581	8.6597	8.9205	8.3852
DGKZ	7.1846	7.125	7.4241	7.0412	7.2386	7.0212	6.9098	6.728	6.4535	6.1925	7.0884	6.9953	7.1587	6.9312	7.1258
CREB3L1	0.50775	1.4217	0.76567	0	0	1.5358	0.64627	0	0.81833	0	1.3795	1.1449	1.1289	0	0.55273
PHF21A	6.6548	6.5284	6.9381	6.4412	7.0178	6.9815	7.0578	6.9888	6.4024	6.4829	6.8263	6.6659	7.0861	6.7665	6.9131
PEX16	5.0923	5.1699	4.8179	4.9485	4.8863	5.525	5.4944	5.7781	5.4385	5.5673	5.3716	5.4595	5.2109	5.1238	5.547
CRY2	4.7059	4.545	4.3508	4.3867	3.0257	4.3791	5.1019	4.3984	4.579	4.4396	4.8462	4.5112	4.6096	4.0599	4.8114
ENSMMUG00000047219	2.4407	2.6244	1.1377	3.2801	3.0257	0.85923	1.4305	1.9028	1.101	1.8111	1.475	1.7751	1.0559	1.5268	1.5198
CHST1	4.0167	4.8003	3.4198	4.1029	4.8863	3.753	3.8071	3.686	2.8292	1.8111	4.3999	4.1666	4.057	3.6193	3.7157
SYT13	3.9195	4.9035	1.6325	4.3867	0	0	2.3091	2.6957	0.46642	0.70244	6.3159	4.5302	4.5377	2.8623	5.9027
PRDM11	1.8201	2.6836	1.9262	2.8529	0	1.5358	1.4305	0	1.101	0	2.2973	1.7751	1.3887	1.5268	2.503
TP53I11	6.0296	6.2064	6.2894	5.9542	6.1787	7.5994	7.4884	7.1082	7.3026	7.1701	7.094	7.1693	7.2556	7.5097	7.1161
TSPAN18	7.0984	6.7437	7.4097	6.3116	7.0178	6.5432	6.5409	5.572	6.3082	4.7054	6.163	5.7547	7.2998	6.9163	6.8088
CD82	7.534	8.0385	6.7159	7.9584	6.3144	6.8754	7.493	7.9674	6.5798	7.2555	7.9871	7.783	6.8676	7.0035	7.6829
EXT2	5.6898	5.8569	5.72	5.5564	4.4874	5.4553	5.4202	5.8934	5.4258	5.3626	5.6828	5.5083	5.4926	5.3842	5.8685
7SK.193	1.8201	1.3504	1.3221	1.8031	0	0.85923	0.64627	0.93593	1.8765	0	0.7756	1.7751	0.97898	0	0.95138
ACCS	3.7261	3.5187	4.2633	3.0822	3.0257	3.8913	4.12	4.3345	3.9896	3.8875	3.7312	3.8404	4.5107	4.0599	3.9945
