	AT1_Progenitor_Ctrl	Differentiating_AT2_Ctrl	AT2_Progenitor_Ctrl	AT1_AT2_Ctrl	AT1_Ctrl	Differentiating_AT1_Ctrl	AT2_Ctrl	Differentiating_AT1_LPS	AT2_LPS	Differentiating_AT2_LPS	AT1_LPS	AT2_Progenitor_LPS	AT1_AT2_LPS	AT1_Progenitor_LPS	AT2_Combo	AT1_Combo	Differentiating_AT1_Combo	AT1_Progenitor_Combo	Differentiating_AT2_Combo	AT1_AT2_Combo	AT2_Progenitor_Combo
CFAP70	2.1346	2.9927	2.242	2.5604	1.872	2.5665	2.8212	2.0972	0.99243	1.759	1.5029	1.2408	0.78743	0	1.6902	1.654	2.0613	2.0666	1.9456	1.8575	1.7713
MRPS16	5.7881	4.5077	5.4925	5.6921	5.9637	4.7687	5.6305	4.4584	5.8211	3.8593	5.8174	5.7952	5.8267	5.936	5.9505	5.9443	4.8178	5.868	4.7229	6.0304	5.7704
DNAJC9	3.6858	4.7131	5.0151	5.3021	4.9301	4.8647	5.044	4.3232	5.0514	4.8491	5.0566	4.2267	5.1102	5.063	4.9258	4.9061	4.8178	4.6391	4.8962	5.0422	4.8337
FAM149B1	4.2965	3.516	3.6078	3.8551	4.0068	3.4078	3.7453	2.787	3.1959	1.759	3.1811	2.8349	2.9134	3.897	3.347	3.7951	3.5145	3.6959	3.1339	3.9406	3.24
ECD	2.6056	2.9927	3.6078	3.7006	3.8603	3.8207	3.965	4.0074	3.3262	4.1451	3.9011	3.4886	3.6065	3.3597	3.468	3.7629	3.7596	3.0313	3.749	4.0522	3.6537
NUDT13	2.6056	1.852	2.6375	2.8813	2.1129	1.8396	2.508	1.2088	1.1615	1.3728	0.79382	0.74987	1.377	0	2.0419	1.8508	2.1622	0.84579	1.9456	1.7947	2.1307
P4HA1	4.8984	5.6102	4.8754	4.6995	5.1351	4.8055	5.3078	5.8593	6.1674	6.5788	5.8174	6.1677	5.9905	4.2876	6.3461	5.7192	5.744	5.2355	6.7031	6.2423	6.4256
MCU	4.4159	4.0583	3.9237	4.7789	4.8766	4.3712	4.304	4.1739	3.8685	3.778	4.7176	3.5736	4.5727	4.2876	4.0675	5.1374	4.7706	4.4935	3.907	4.5941	3.9748
ENSMMUG00000002541	1.4306	1.4541	1.3174	1.9779	1.5827	1.637	1.8	2.787	1.943	2.8795	2.332	2.69	2.534	0	1.6498	1.8508	2.2565	0	2.435	1.5121	1.9621
ENSMMUG00000039892	5.6967	4.3929	5.8506	6.2235	5.9991	5.4331	6.2164	5.9691	7.1181	6.2577	7.5886	7.3326	7.2549	7.3084	7.2713	7.7823	6.4553	7.4364	6.2117	7.7205	7.5308
MICU1	4.5262	4.0583	4.2408	3.9032	4.2944	4.3548	3.9903	3.4378	2.964	3.9362	3.4468	2.9665	3.1203	2.4938	3.3966	4.0568	4.4299	4.1491	3.9317	3.7217	3.6537
DNAJB12	5.1256	3.8991	4.7207	5.1312	5.1442	4.2871	5.0074	3.6785	4.9909	3.6919	5.0566	4.468	4.8735	3.897	5.2669	5.3091	4.3573	5.2355	4.0938	5.1402	4.8699
DDIT4	6.7971	5.8467	6.452	6.8866	6.9701	6.7694	6.2218	6.0851	7.6395	6.9658	7.6077	7.6193	7.3871	7.7421	7.7462	8.409	7.9714	8.274	7.9471	8.4562	8.1674
ANAPC16	3.8644	2.1635	3.6935	3.0614	2.9768	2.827	3.8034	2.787	3.494	2.0634	2.8552	3.0871	3.096	4.8478	3.4208	2.6355	2.4683	2.7183	2.5026	3.2695	3.2764
ASCC1	5.194	5.531	5.1726	5.2192	5.5375	5.644	5.0197	5.2121	4.9853	5.629	5.3826	5.3166	5.1462	4.8478	5.0819	5.3091	5.5152	5.0396	5.7169	5.3513	4.9052
SPOCK2	8.4313	3.7202	5.5851	8.5145	9.5129	9.0109	5.4959	6.7708	2.742	3.2845	7.1333	3.9996	5.5907	5.2502	3.4911	8.1803	8.0672	6.8555	3.1339	6.6452	4.4751
ENSMMUG00000047584	4.0232	3.9809	3.7744	4.601	4.7155	4.4964	4.1996	5.9841	5.901	5.652	6.1805	5.4121	6.2492	5.4159	5.3448	5.7768	5.7235	3.782	5.2606	5.5112	5.1207
PSAP	7.1642	6.8341	6.5004	7.4443	7.673	7.1249	6.9119	6.5259	6.7332	6.5546	7.2802	5.9304	6.9574	4.2876	6.8061	7.5635	6.9994	6.7312	6.5755	7.1363	6.3928
VSIR	2.6056	0.90301	0	1.6801	2.6086	2.0985	0	0.7275	0.69462	0	0.79382	0	0.36782	0	0.61774	1.5819	1.2389	1.762	0.33259	1.0569	0.78585
SLC29A3	4.1663	3.7202	4.059	4.1421	3.9037	3.1654	3.9393	1.5692	3.1363	2.7146	2.8552	2.1402	2.8567	3.897	2.9906	3.679	2.9636	3.4015	2.5671	3.6348	2.7118
PCBD1	0	0.90301	1.9944	1.5653	1.5827	0.95448	1.4086	0	1.5749	0.8439	1.3029	0.74987	1.9649	2.4938	1.8413	1.7226	1.4127	1.3755	1.1994	1.7291	1.6655
SGPL1	3.482	3.4018	3.851	4.4148	4.2277	4.3043	3.6847	2.643	2.542	2.5284	3.8652	2.9665	3.7535	0	2.9244	4.2667	4.1518	3.0313	3.2564	3.58	2.8631
ENSMMUG00000048528	2.6056	1.852	1.9944	1.1536	0.91593	2.0172	1.2503	0.7275	0.31891	0.8439	0.45083	0	0.36782	0	0.84937	0.82112	1.3284	0.84579	1.4931	0.82516	0.97488
EIF4EBP2	1.4306	1.4541	1.9944	1.3043	1.9568	1.7419	1.9099	2.0972	1.3128	3.0275	1.6785	0	1.9103	0	2.0727	1.5819	1.9529	2.5319	2.435	2.0845	2.0489
LRRC20	3.2445	0.90301	0	2.147	2.185	1.8396	1.4086	1.5692	0.80087	0	1.835	0.74987	0.1956	0	0.61774	1.8508	1.4924	1.762	0.60269	1.0569	1.142
ENSMMUG00000006397	6.1742	4.0583	4.7609	5.4388	5.5375	4.2161	5.6385	6.8631	9.2245	7.2482	8.5084	8.479	9.0137	9.2255	7.7498	6.7012	5.1603	6.676	5.9158	7.3119	6.9665
ENSMMUG00000041491	5.1256	4.3929	4.1827	4.7131	4.7634	3.6426	4.6275	4.0074	4.8982	4.0788	4.9748	4.1732	5.0292	4.2876	4.8698	4.5288	3.2423	3.8633	3.8818	4.5086	3.9299
AIFM2	0	0.90301	2.242	2.7821	2.8044	2.5083	2.4363	2.4829	4.2617	3.1617	3.8284	3.8023	3.9561	2.4938	4.2339	4.1961	2.8772	3.5064	3.0461	3.9974	3.6537
H2AFY2	0	0	0.80414	0.98531	1.6857	1.5239	1.4086	1.2088	0.80087	0	0.79382	0	0.78743	0	0.77621	0.82112	1.2389	0	0.33259	0.54897	0.78585
C10orf35	5.3817	3.2779	4.4022	5.5025	5.8407	4.3043	4.8507	3.4378	4.9569	3.5025	5.4688	4.2783	5.2653	5.4159	4.8115	5.6635	4.2119	5.0396	3.3326	5.3942	4.2738
TSPAN15	6.1399	5.0899	5.2873	6.1656	6.2923	5.7546	5.3765	5.2867	4.9853	4.4374	6.2928	5.1043	5.8119	5.4159	5.2194	6.5839	5.5895	5.828	4.2395	6.1606	5.1005
HK1	5.3817	4.5619	4.2408	4.7529	4.6147	4.3213	4.8645	4.542	5.5701	4.8087	5.4688	4.9852	5.4682	5.2502	5.2501	5.0666	4.5923	5.6332	5.231	5.29	5.0277
VPS26A	6.3343	5.0143	5.3935	5.7192	5.6501	5.1388	6.0463	4.3232	5.424	4.5881	5.5836	4.9538	5.4587	6.0412	5.5806	5.5501	4.9149	5.7231	4.8581	5.7157	5.1795
SRGN	4.1663	3.2779	1.6952	1.4407	1.6857	2.827	1.8	2.3029	1.1615	2.3145	1.0707	1.2408	0.90396	0	1.1681	1.4259	2.345	4.0828	2.5671	1.0569	1.8699
KIF1BP	4.0232	3.2779	3.851	4.5716	4.7155	4.0005	4.0395	3.5226	3.1363	2.8795	3.3975	1.8978	3.258	0	3.8882	4.4899	3.8531	3.6959	3.5073	3.9113	3.5386
DDX21	6.1399	5.8683	5.6721	5.7192	5.4304	5.8632	5.5731	7.1159	6.8003	7.2632	6.7662	6.6117	6.8121	6.8097	6.5736	5.6011	5.8798	5.766	6.6519	6.1196	6.2027
DDX50	5.874	5.4181	5.3935	5.471	5.3775	5.3443	5.6385	5.758	5.9935	5.8439	5.836	5.7411	6.055	5.2502	5.8223	5.6011	5.4519	5.4611	5.738	5.7157	5.3851
CCAR1	5.9551	6.3092	5.8318	6.095	6.0627	6.1376	6.0342	6.5156	6.1896	6.0994	6.1436	5.8644	6.3033	6.0412	6.043	5.8931	6.1275	5.4611	6.1286	6.0167	5.8631
TET1	4.1663	4.5077	4.059	3.9032	3.6973	4.2342	3.1247	2.643	2.1176	2.8795	2.332	1.2408	2.1176	0	2.3498	2.9249	3.9266	2.7183	3.3693	2.7793	3.0428
SLC25A16	0	3.516	3.4195	2.7821	2.1129	2.8739	2.9809	2.3029	3.2532	3.2845	2.1048	2.1402	2.4212	2.4938	2.6656	2.4043	2.9913	3.0313	3.5073	3.0981	2.9557
DNA2	2.6056	1.852	1.6952	1.6801	2.185	1.7419	1.8	1.5692	2.0329	1.3728	1.3029	2.3476	1.6006	0	1.5214	1.5819	2.4283	1.3755	2.1278	1.3468	2.2815
RUFY2	5.1256	5.1965	4.2408	4.4636	4.7397	4.7933	4.5102	4.0651	3.5253	4.635	3.629	3.8023	3.6405	2.4938	4.1782	4.4899	4.7465	4.3876	4.6651	4.5661	4.378
HNRNPH3	6.8825	5.9314	6.6579	6.6001	6.5932	6.2351	6.6909	5.5313	6.5793	5.6969	6.4157	6.2604	6.5974	6.1393	6.7246	6.4712	6.0039	6.6418	5.9765	6.7125	6.3293
PBLD	4.8984	3.6217	3.9237	4.22	3.8381	3.8207	4.0151	3.5226	2.511	2.7146	3.0595	3.0871	2.941	3.897	3.5581	3.8727	2.9913	4.0828	3.4051	3.5612	3.7603
ENSMMUG00000015130	1.4306	1.852	1.3174	2.147	0.91593	0.76842	1.2503	0	1.4498	0	0.79382	1.2408	1.5299	0	1.0489	1.2511	1.0412	1.3755	0.60269	1.3468	0.56826
HERC4	4.2965	5.9719	5.3935	4.8784	5.1075	5.7357	5.1929	5.4252	4.5704	5.629	5.134	4.7126	4.7621	3.897	4.7602	5.0128	5.792	4.5437	5.9465	4.9298	5.3169
Metazoa-SRP.438	0	0.90301	0.80414	1.7863	0.91593	0.55477	0.35139	1.2088	1.0794	0.8439	1.0707	0	1.1121	0	1.1681	0.9412	1.5679	0	1.3537	1.4318	0.97488
SIRT1	4.6286	5.0899	4.6793	5.0694	4.9816	4.1414	5.0319	4.659	3.9516	4.4894	4.4535	4.0598	4.4245	3.897	4.6417	5.1374	4.8709	5.0396	4.6798	4.9659	4.8699
ENSMMUG00000019427	2.1346	2.1635	2.242	2.0649	1.7819	1.4012	2.6415	1.8572	1.9886	2.7146	1.6785	2.1402	2.0176	0	2.1326	2.1786	1.6396	3.0313	1.4931	2.234	1.7713
ENSMMUG00000030465	2.1346	1.852	1.3174	2.0649	1.5827	1.637	1.2503	0.7275	0.80087	0.8439	0.45083	1.2408	0.90396	0	1.1097	1.4259	1.1434	0.84579	0.60269	0.82516	1.8699
ENSMMUG00000030530	1.4306	0.90301	1.3174	1.6801	1.0762	1.1193	1.2503	1.5692	2.0759	1.3728	1.6785	2.3476	2.4212	0	2.0103	1.7226	1.0412	0	0.60269	1.7947	1.142
REEP3	6.0319	5.2634	5.5851	6.0098	6.3325	6.0069	5.6224	5.2622	4.5169	4.2692	5.4925	3.9996	4.8226	4.5947	5.1631	6.4786	5.9449	5.9996	4.8451	5.8414	5.3851
JMJD1C	6.9234	7.528	7.3346	7.0124	6.7648	7.063	7.1932	6.8303	6.4688	6.7484	6.6232	6.6016	6.4661	5.5646	6.6814	6.9451	7.2846	6.5343	7.1866	6.8598	6.8596
NRBF2	5.9551	5.2303	5.8874	5.8658	5.8793	5.0292	6.0281	5.6491	6.7298	5.6057	6.5403	6.4182	6.6671	6.9242	6.3758	6.3516	5.2258	5.8481	5.231	6.3689	6.0742
EGR2	2.6056	3.4018	3.5167	4.3118	3.2021	2.2484	4.2423	4.1739	4.3165	3.0275	4.5242	4.4228	4.8948	3.897	4.4841	4.0831	2.545	3.5064	3.5398	4.7092	3.9525
RTKN2	8.034	5.4181	5.7341	8.3149	9.3253	9.2712	5.3572	7.7423	3.5407	4.0093	6.927	4.1176	5.2378	5.063	4.4135	8.4671	9.0147	7.0417	5.211	6.9916	5.4896
ARID5B	7.8448	7.4001	7.6454	7.8517	7.9398	7.6084	7.6878	7.3485	7.706	7.607	7.6158	7.4831	7.801	7.4679	7.3514	8.0784	7.6604	7.2065	7.2445	7.7268	7.3738
RHOBTB1	3.6858	3.6217	3.0808	3.2589	2.6601	2.6225	2.9809	1.2088	1.3128	2.0634	1.835	1.8978	0.90396	2.4938	2.0103	1.506	2.1127	2.7183	2.5671	1.8575	2.2815
CDK1	2.9602	2.9927	1.3174	1.1536	0.91593	0.76842	1.6809	0	1.5749	1.3728	0.79382	2.3476	1.2059	0	1.4289	0.54603	0.68214	2.0666	1.737	0.82516	0.78585
ANK3	3.6858	6.1415	5.1424	4.8419	4.0653	4.8295	5.5393	5.0502	5.8211	6.5546	4.501	5.6263	5.3754	4.2876	5.492	4.6125	5.3107	4.5437	6.2367	4.8471	5.3599
CCDC6	6.7296	5.6607	6.0587	6.5595	6.8752	6.4669	6.0642	5.6491	5.0886	5.07	6.0588	4.9217	5.6419	4.5947	5.5779	6.9161	6.3944	6.4965	5.2508	6.2005	5.3599
SLC16A9	2.1346	1.852	1.6952	1.8853	1.6857	1.5239	2.3609	1.5692	1.69	2.0634	2.5283	0.74987	1.377	3.3597	2.9074	2.2732	1.4924	2.318	2.6289	2.3257	2.6014
BICC1	1.4306	1.852	1.3174	1.4407	1.3516	1.8396	1.0726	0.7275	0.89983	2.7146	0.79382	0.74987	0.52165	2.4938	0.91899	1.7226	2.1127	1.3755	1.4931	1.5881	1.5514
TFAM	4.7243	4.2016	5.3146	5.2566	5.0604	4.7437	5.2462	4.0651	4.2894	2.8795	4.1891	3.8711	4.3442	3.3597	5.0933	5.2346	4.9923	5.4611	4.5895	5.008	4.7061
UBE2D1	4.9782	3.7202	4.9469	5.2001	5.2655	4.2871	5.1929	3.9474	4.7798	3.8593	5.2075	4.3281	5.1696	4.8478	4.9342	5.1562	4.3992	4.5437	4.0938	5.0557	4.7194
CISD1	7.7571	6.1939	7.1115	7.6985	7.9148	7.4835	7.185	6.2803	6.9948	6.116	7.4103	7.0725	7.2617	7.6115	6.9038	7.5459	6.6524	7.2065	6.0347	7.2313	6.8922
IPMK	3.2445	1.4541	3.4195	2.9285	2.8495	2.5665	2.3609	3.2517	2.8937	3.0275	2.701	2.69	3.0206	2.4938	3.1439	3.3507	3.1471	2.7183	3.6027	3.1492	3.2027
ZWINT	2.9602	1.4541	1.6952	1.5653	1.4717	1.5239	1.5512	0	1.1615	0	1.0707	0.74987	1.4554	2.4938	1.6082	1.0521	1.2389	2.5319	0.83011	1.3468	1.7713
PRKG1	1.4306	2.9927	2.6375	2.7298	3.2364	3.3756	2.7039	2.4829	1.3128	2.5284	2.5283	0.74987	1.4554	0	2.2179	3.1903	3.3532	2.5319	3.5073	3.1741	2.6577
SGMS1	2.6056	3.2779	3.0808	3.7276	3.8156	3.5589	3.2554	4.0651	2.38	2.7146	3.6711	2.69	3.3012	3.3597	2.7251	4.1839	3.7434	3.4015	2.8525	3.4837	2.6577
MINPP1	3.8644	3.4018	3.6935	3.78	4.1756	3.5589	4.1778	3.038	3.6299	2.5284	3.629	3.73	3.3636	0	3.7229	3.8422	3.2652	4.0133	3.4051	3.7385	3.5973
PAPSS2	8.48	7.5682	7.5794	8.8916	9.15	9.0109	7.3934	6.5362	5.6751	5	6.7217	5.2917	6.2711	4.2876	5.9211	8.151	8.0977	7.2525	5.9883	7.2058	6.1349
ENSMMUG00000006414	5.6488	5.5843	5.4925	5.7912	5.8847	5.546	5.5134	5.0213	5.1701	4.8087	5.5946	4.2783	5.4201	0	5.2331	5.6635	5.2941	4.9679	4.9934	5.4205	4.9733
PTEN	4.9782	5.1263	4.5006	4.1815	4.5063	4.1978	4.8229	3.9474	3.3262	3.8593	4.3273	3.5736	3.5178	4.5947	4.2609	4.6571	4.3358	4.6845	4.4931	4.3319	4.4594
LIPJ	2.9602	0	3.0808	2.4992	2.4997	1.8396	2.6415	0.7275	2.3454	1.3728	2.2229	2.5289	2.211	3.897	2.6656	1.9109	2.1127	2.0666	2.211	2.7129	1.6655
ANKRD22	0	0	0	0	0	0	0.35139	2.3029	3.6725	3.778	1.835	3.5736	3.4234	3.3597	2.9244	1.0521	1.7079	2.318	2.0396	1.7291	2.7118
STAMBPL1	1.4306	1.852	0	0	0.28889	0.76842	0.63373	2.0972	3.7139	3.2845	1.835	3.1984	3.0461	3.3597	2.2179	0.54603	1.4924	0.84579	2.2896	0.54897	1.9621
ENSMMUG00000009341	6.3343	4.8928	5.2873	3.7276	4.6147	4.8763	3.3753	4.0651	3.5407	4.4374	1.5029	2.8349	3.0713	3.3597	3.4328	3.037	3.6767	5.868	4.5739	2.0845	3.7344
FAS	2.6056	3.9809	3.0808	2.147	1.7819	1.637	4.2211	6.463	7.7128	7.4907	6.3393	7.2892	7.2286	6.8097	6.1858	4.0434	3.7756	4.4935	5.8065	5.29	5.6577
LIPA	2.1346	2.6369	2.9477	2.8326	3.1669	2.7786	2.0121	2.0972	2.236	1.3728	2.9266	1.6064	2.2556	2.4938	2.1616	3.1157	2.8772	2.8832	1.737	2.6073	1.5514
IFIT2	4.2965	4.4515	4.8382	4.2758	3.8822	3.0476	4.7801	5.1062	4.2524	5.3201	4.6768	4.1176	4.546	4.5947	3.2422	4.0568	4.1881	4.3316	3.6923	3.3372	3.5083
IFIT3	5.3817	3.2779	3.4195	3.465	2.8495	2.8739	3.0783	4.732	2.9176	3.8593	4.6348	3.9368	3.8583	4.8478	2.9413	4.3984	4.565	5.0396	3.7766	3.3806	3.24
IFIT1	6.3037	4.2016	3.6935	3.1437	4.3425	4.3043	3.1247	4.2254	3.2718	3.778	3.9011	3.3982	3.5717	3.897	3.0539	4.1717	4.7706	5.9068	4.3719	2.6073	3.7858
IFIT5	1.4306	0.90301	0.80414	1.1536	1.0762	0.55477	1.0726	1.8572	0.80087	2.0634	1.5029	1.6064	1.5299	2.4938	1.2781	0.9412	1.0412	0.84579	0.83011	0.94567	0.56826
PANK1	4.6286	3.4018	3.851	4.2939	4.691	4.252	3.8865	2.643	3.6299	3.5025	3.0595	2.69	3.236	2.4938	3.6834	4.0961	3.4158	3.2883	3.0461	3.6348	3.2027
KIF20B	4.4159	4.8928	4.4022	4.4953	4.7033	4.7811	4.5275	3.3478	3.0527	3.0275	3.8652	3.8711	3.7535	2.4938	3.7033	3.9026	4.1271	2.318	4.137	3.7217	3.5083
RPP30	3.482	5.0143	4.7207	4.3642	4.2781	4.7053	4.304	4.621	4.0732	4.1451	4.2736	4.5117	4.1455	2.4938	4.4195	4.6483	4.7706	4.8532	4.737	4.7007	4.7585
ANKRD1	3.8644	0.90301	1.6952	4.4796	4.7277	5.4409	1.5512	0	0	0	0	0	0	0	0	2.4455	2.7854	1.3755	0.60269	0.69367	0.78585
PCGF5	3.8644	2.6369	2.9477	2.8326	3.7927	3.6426	2.197	3.7506	2.1976	3.2845	2.2229	1.6064	1.7326	2.4938	2.0727	3.1157	3.6422	3.6043	2.435	2.3694	2.9101
HECTD2	4.0232	5.6853	5.0151	4.6721	4.3267	4.6659	5.0679	5.9073	5.0351	5.6969	5.149	5.2144	5.3551	3.897	4.7791	4.6483	5.1724	3.9402	5.9404	4.7429	5.0169
PPP1R3C	3.6858	0.90301	2.242	3.3656	3.4563	2.8739	2.8764	2.0972	2.511	1.759	2.4335	2.69	2.4597	0	3.6428	4.1839	3.1471	3.9402	3.6027	3.6348	3.6811
TNKS2	4.2965	4.6141	3.9237	4.5416	4.1932	4.5261	4.7945	3.4378	4.041	4.2085	4.501	3.9996	4.2261	0	4.2875	4.4899	4.7301	4.4935	4.2978	4.2049	4.3094
FGFBP3	2.9602	3.6217	2.4533	3.0614	3.3027	2.827	2.1075	1.8572	1.6336	2.0634	1.6785	1.6064	1.294	2.4938	2.2721	2.3619	2.7534	2.0666	2.6881	2.031	2.2081
BTAF1	4.7243	6.2278	5.3414	5.0903	4.9917	5.5818	5.1031	6.0569	5.3515	5.8034	5.2774	5.2664	5.2042	3.897	5.1595	4.8069	5.6429	4.6845	6.2662	5.159	5.4423
MARCH5	5.3817	3.9809	4.5927	5.3806	5.0889	4.252	5.2876	3.7506	4.7667	3.3976	4.852	4.4228	4.7388	4.5947	5.0357	5.0666	4.037	4.9679	3.0907	4.8316	4.3611
IDE	3.8644	4.8928	3.0808	3.2589	3.1308	3.9793	3.1696	4.4584	4.115	4.8491	3.4946	4.3763	3.8727	3.3597	4.0752	3.0098	3.6767	3.5064	4.5739	3.5612	3.8834
HHEX	4.5262	2.8257	2.4533	1.6801	2.2536	2.3179	1.4086	1.2088	0.57992	1.3728	0.79382	2.3476	0.90396	0	1.7295	1.9685	1.7732	3.1655	1.9456	1.6603	1.2917
EXOC6	4.5262	3.8124	4.2408	4.4148	4.7277	4.5977	4.3632	3.6027	3.2153	2.7146	3.7907	3.3018	3.6065	2.4938	3.8795	4.2667	4.4893	3.782	4.2395	4.0387	3.5386
MYOF	7.7906	6.6712	6.7508	7.7618	8.3779	8.3256	6.6077	7.4973	5.2044	5.3764	7.0796	5.1043	6.2873	5.936	5.856	8.0636	8.3756	7.1428	6.2515	7.1458	6.2628
FFAR4	1.4306	2.1635	1.6952	1.8853	1.3516	0.76842	2.8212	1.2088	1.7442	0.8439	0.79382	1.2408	1.294	0	1.8767	1.0521	0.93114	1.3755	1.6202	1.5881	1.142
RBP4	1.4306	1.852	1.3174	0.98531	0.28889	0	1.9099	1.8572	5.5087	4.3275	2.7802	4.3281	4.3442	2.4938	5.3637	1.5819	1.1434	1.762	3.2564	3.58	4.784
ENSMMUG00000014715	5.4945	5.0143	5.2021	5.4947	5.585	5.3276	5.5393	4.2751	4.9853	4.4894	4.9916	4.6356	5.0227	5.5646	5.0819	5.1056	4.8408	5.2657	4.6651	5.2319	4.7585
PLCE1	4.9782	3.1424	3.3152	4.8663	5.694	6.1802	2.508	4.0074	0.57992	0	2.1048	0.74987	1.377	2.4938	1.3804	4.22	5.0461	3.4015	1.6202	3.1986	2.2081
NOC3L	5.9551	5.8467	5.6293	5.3721	5.3698	5.8805	5.5047	6.9111	6.1399	7.0021	6.3458	6.3354	6.3528	6.3175	5.9546	5.4269	6.014	5.5124	6.3327	5.6986	5.9217
ENSMMUG00000040417	2.9602	2.4195	1.6952	2.2247	2.185	2.3842	1.5512	1.8572	1.3128	1.759	1.6785	2.5289	2.3407	2.4938	2.1326	2.2732	1.9529	2.7183	2.435	2.4531	2.8144
HELLS	2.1346	3.6217	3.4195	3.6167	3.3027	3.5004	3.7747	3.3478	2.2734	3.0275	2.9266	2.9665	3.096	2.4938	3.0996	3.5145	3.9966	3.0313	4.137	3.7385	3.8354
ENSMMUG00000018330	1.4306	1.4541	2.242	1.7863	0.28889	0.95448	1.8	0.7275	0.45531	0.8439	0	0	0.1956	0	1.3302	1.506	0.812	0	2.0396	1.4318	0.78585
PDLIM1	6.819	3.9809	4.8001	6.3372	6.8968	5.7357	5.3178	5.0213	5.892	4.5881	6.4463	5.586	5.9368	6.476	5.3289	6.2331	5.0593	5.7447	4.0034	5.5919	4.8214
SORBS1	3.2445	3.8124	3.5167	3.7006	3.5412	3.8908	3.3753	2.643	2.1581	2.7146	3.1216	1.2408	2.6045	2.4938	3.1727	3.679	3.8681	3.1655	3.2167	3.315	2.8631
ALDH18A1	4.0232	3.516	3.3152	3.9496	4.0068	3.6958	3.6534	3.5226	4.3949	4.0093	4.3535	3.73	4.4048	4.5947	4.3891	3.9026	3.8531	3.782	4.4251	4.1682	3.9748
TCTN3	2.6056	3.516	3.5167	2.9285	3.0169	3.4702	2.8764	3.2517	2.715	3.5025	2.8552	3.0871	3.0713	0	2.6245	2.5995	3.3099	2.0666	3.3326	3.1492	2.764
ENTPD1	4.1663	2.6369	2.6375	1.7863	1.2204	2.9194	2.5763	0	2.742	3.6003	1.0707	1.8978	1.7943	0	2.0419	0.9412	1.5679	3.0313	3.2167	0.94567	1.5514
CCNJ	3.6858	2.8257	3.7744	3.6452	3.3968	2.7284	3.486	3.8847	4.1046	4.1451	4.4774	3.8711	4.3748	3.897	4.1639	3.495	2.6872	2.5319	4.0717	3.6876	3.8596
ZNF518A	5.3817	7.1042	6.6146	6.4667	6.3285	6.8566	6.269	6.4737	5.0351	6.0484	5.789	5.3888	5.6669	4.5947	5.5779	6.1514	6.6782	5.6562	6.5438	5.9281	5.9613
BLNK	0	2.9927	2.6375	2.4992	1.872	2.0985	2.6415	1.8572	2.511	2.0634	2.4335	1.8978	2.534	0	2.5606	3.1157	2.5819	2.7183	2.211	3.0719	1.6655
TM9SF3	7.4565	7.3471	6.8843	7.1179	7.3315	7.0062	7.1657	6.6815	7.0987	7.0804	6.7515	6.5074	7.1047	6.6189	7.1307	6.9088	7.114	6.8153	7.1968	6.9327	6.8263
PIK3AP1	0	0.90301	0	0	0	0.76842	0	2.787	1.4498	2.8795	1.6785	1.8978	0.66065	3.3597	1.1681	0.9412	1.4924	2.7183	1.8451	0.54897	2.1307
LCOR	4.0232	4.5077	4.8001	4.0167	4.2106	4.4964	4.1778	5.0213	4.0625	4.7672	4.246	3.9368	4.2483	3.897	4.3952	4.1717	5.1295	4.5437	4.8581	4.1432	4.2557
ARHGAP19	2.9602	2.1635	2.8009	2.9285	3.2364	2.9194	2.7039	1.5692	1.1615	1.3728	1.0707	0.74987	1.377	0	2.0103	2.4856	2.5819	2.0666	1.8451	2.2806	2.2815
FRAT2	2.9602	3.8124	3.2028	4.5716	4.0068	3.3426	4.6113	3.6027	4.6221	3.6003	4.6348	4.2783	4.6909	5.2502	4.0129	4.22	3.5706	3.6959	3.6332	4.1682	3.5973
RRP12	3.482	3.4018	2.6375	2.9285	3.4269	3.5589	2.3609	4.8998	4.5704	5.2615	4.5695	4.6356	4.6664	3.3597	3.5138	2.8955	3.4361	2.8832	4.2978	3.4434	3.5083
PGAM1	4.1663	3.1424	2.6375	3.3995	3.7217	3.1654	3.7747	3.3478	4.6148	3.6003	4.501	4.0598	4.3748	5.5646	4.4955	4.2667	3.8226	4.4935	3.5716	4.4282	4.0185
EXOSC1	3.6858	3.4018	4.1827	3.9032	3.9867	3.3089	3.8317	2.3029	3.8439	2.3145	3.8652	3.5736	3.7061	5.063	3.8352	3.7791	2.7207	4.2733	3.1759	3.8662	3.9525
ZDHHC16	4.7243	4.6644	4.1222	4.6995	4.7033	3.9576	4.721	3.1488	3.9516	3.5025	4.2736	3.73	3.901	0	4.5012	4.8147	4.0236	4.2125	3.295	4.5941	3.9068
MMS19	0	2.1635	1.9944	1.5653	1.9568	2.5083	2.0121	2.4829	1.5749	2.3145	1.835	2.69	1.6681	0	1.8767	1.654	2.1622	0.84579	1.737	1.6603	1.9621
PI4K2A	3.2445	2.4195	3.7744	3.2589	3.4563	3.2389	3.45	3.8192	3.2902	3.6919	4.0362	3.3018	3.6065	0	3.2691	3.5899	3.0451	3.2883	3.2564	2.933	3.3119
ZFYVE27	4.0232	5.0526	4.2966	4.3469	4.4193	4.639	4.4568	5.2867	4.5553	4.7245	4.3791	4.7126	5.0033	2.4938	4.4195	4.6125	4.8784	3.9402	4.6798	4.7919	4.2374
